Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,average_salalry,comapny_text,job_state,age,python_yn,R_yn,spark,aws,excel,job_simp,seniority
Data Scientist,£41K-£48K (Glassdoor est.),"Synaptiv is revolutionising the connected car industry, leveraging the data streamed off vehicles to build a host of innovative services which deliver unique insights around real time weather, hyperlocal air pollution monitoring, driver behaviour and road quality assessment. We are pioneering the use of Big Data to solve real world problems, helping our customers to dramatically transform their business.

Synaptiv is backed by InMotion, the venture capital fund of Jaguar Land Rover. We have built a sophisticated cloud mobility platform that pulls in large volumes of real time data from vehicles and leverages advanced data science techniques to power actionable insights and unique services.

The opportunity:

We are now looking for an experienced Data Scientist to join our talented team. You will take our analytics capabilities to the next level, helping us discover the information hidden in our vast dataset, using your skills to unlock insights that we can sell to our customers.

We’re looking for an exceptional talent who is motivated by a challenge. If you have a passion for data, are naturally curious, and have problem solving in your DNA, this could be the role for you.

Your role:
Apply statistical analysis and machine learning techniques to build high quality insights and prediction systems
Work with industry experts to deliver ad-hoc projects and product prototypes
Build visualisations to help non-technical stakeholders understand impact
Help set strategy and work closely with founders
Requirements

Who we’re looking for:
A detail oriented scientist with good communication skills
Demonstrated experience using Spark, Python, R, Scala, or similar tools for data analysis, structuring, transforming and visualising big data
Excellent understanding of machine learning techniques and algorithms
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Experience with geospatial and time series data
Familiarity with telematics and/or vehicle data is a bonus
Experience with streaming analytics is a bonus (Kinesis, Kafka or similar)
A self-starter who takes ownership to make things happen
Collaborative, willing to constantly learn and make others better
Type of background you’re from:
Data scientist in a start-up
Post grad or academic with heavy use of statistical analysis
Big data research or consulting
Benefits
Be part of a mission-driven, venture-backed startup solving real world problems
Flat hierarchy with autonomy over role and flexible working hours
Access to world-class mentors to help you develop your skills
Competitive salary with equity
If you think you have what it takes then we want to hear from you. So, if you’re excited by the opportunity then apply online now!",-1.0,Synaptiv,"London, England",-1,-1,-1,-1,-1,-1,-1,-1,41,48,44.5,Synaptiv,London,-1,1,0,1,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Interpreting analytical output and developing recommendations to feed back to the client
Identify, define, develop, and deliver the right analytical and machine learning solutions for our clients
Quickly understand analytical briefs and produce solutions which directly answer client’s questions
Develop internal relationships and represent the Data science team during internal meetings and supporting on the new business function to ensure the growth and development of the team
Contribute to the Data Science profile, within Edit and Kin & Carta
Spot analytical opportunities to proactively develop next steps and proposals for our current clients
Hands on role analysing client data to produce analytical outcomes to help clients improve their business performance
Help tell a story from the data and visualise the data in a way which is easier for clients to understand and action
Think outside the box, be creative and think about new ways to tackle the analysis
Produce real insight from the data and recommend actions on the back of them
Confidently playback the analysis to the clients

What we're looking for

Experience leading and developing strategies for Data Science projects
Strong problem-solving skills with a logical mind
Excellent oral and written communication and presentation skills
Demonstrable experience of communicating confidently at all levels of the organisation
Highly motivated and consistently takes initiative
Demonstrated ability to work independently and under supervision
Excellent attention to detail
Ability to interpret analytical output and develop recommendations to the client
Active interest in development of own skillset as well as peers
Demonstrable understanding of marketing tools and available outputs
A solid understanding (with some experience of implementation) of Media Mix Modelling, Attribution Analysis, and other Data science related project work
An ability to answer the “so what” to any project, ensuring that the client gets actionable insights at all times from a project delivered.

Why Edit

We offer an environment that's fun, supportive and natures curiosity. Our benefits package includes pension, life assurance, flexible working, wellness reward programs, discounted gym membership, critical illness cover and private healthcare.

If you're interested in this opportunity, please click the 'apply' button or for further information please contact our People team on people@edit.co.uk

We are committed to cultivating a culture of inclusion and we actively celebrate diversity. We welcome applicants from all minority and ethnic backgrounds, LGBTQ+ candidates and candidates with disabilities. If you are passionate about the role & great at what you do- we want to hear from you! If you have a disability or a need that requires accommodation, please just let us know.",2.0,"Edit
2.0","Bath, England",-1,1 to 50 Employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,41,48,44.5,Edit,Bath,-1,0,0,0,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Contract type
Permanent
Hours
Full Time
Location
Poole, Dorset, England

About us
Our purpose is simple, to save lives at sea. Since the 19th century, our crews have been risking their lives to save those who are in danger of drowning. We’re looking for a Data Scientist to join our Analytics, GIS & Data Science Team, which supports the RNLI through making our information available to decision-makers, creating innovative data science applications and the analysis of operational data.
Some of the benefits
Salary £35,637 - £41,926 (dependent on experience)
Flexible working
26 days’ annual leave plus Bank Holidays
Outstanding pension scheme (contributions of up to 16% of basic salary)
Life assurance
Health and dental cashplan
Your Role
As a Data Scientist you will be tasked with focus on the following areas:
To understand and document the RNLI’s data holdings, practices and procedures that teams use to manage data and deliver analysis and insight.
To ensure that the information and analytical requirements of the team is fed into the continuing development of the RNLI’s analytical platform.
To manage the sustainable Extraction, Transformation, Loading and configuration of data and to ensure that RNLI and other external data is fit for purpose for analytical needs.
Collaborate with specialist teams across the Institution to develop and deliver an innovative and effective approach to progressing the data science roadmap for the use of big data and advanced analytics across the RNLI.
Oversee the approved analytical toolsets within the RNLI, including promoting standard ways of working.
Develop, produce and maintain stable Data Science products, including complex models and applications that directly help us with our purpose to save lives at sea
About You
As an enthusiastic and experienced Data Scientist, you will be responsible for developing tools and capabilities to underpin the RNLI’s decision-making process and for the development of new processes and tools whilst continuing to deliver timely and accurate information and analytics.
To be considered as the Data Scientist, you will need:
Data Science or related qualification, preferably at degree level or above
Relevant postgraduate or vocational qualifications in data science or the communication of analytics
Experience of programming using languages such as Python or R.
Previous practical experience in data science in operational environments. Expertise in data science / analysis methods
Experience of data cleansing and transformation, including working with ETLs and Microsoft SQL Server Integration Services, working with data warehouses and using data mining techniques.
Other organisations may call this role Data Analyst, Technical Analyst, Data Science Analyst
So, if as a Data Scientist you combine enthusiasm, strong technical and organisational skills and want to see how data and analysis can be used to make decisions and support our organisation’s aim to reduce drowning, this could be the role for you. Please apply via the button shown.
The RNLI is committed to safeguarding; ensuring the welfare of children, young people and adults at risk. We expect all employees and volunteers to share this commitment. The suitability of all prospective employees and volunteers will be assessed during the recruitment process in line with this commitment. This will include relevant criminal record checks being carried out dependent on the eligibility of the role. (England & Wales; DBS check, Scotland; Disclosure Scotland PVG, Northern Ireland; Access NI, Republic of Ireland; Garda Vetting).
Our staff and volunteers have been saving lives at sea without prejudice for nearly 200 years. We respect and value diversity of background, skills and perspectives within our teams, and consider it essential to help us deliver a world-class lifesaving service. We are an inclusive organisation and welcome applications from everyone. In addition to having the skills needed for the role, we also look for applicants who share our commitment to living our RNLI values (trustworthy, courageous, selfless, and dependable), and helping us work towards our goals of halving drowning in the UK and Ireland by 2024. This involves a growing commitment to preventative action, using our expertise to work in partnership with communities locally, nationally and internationally to prevent drowning.",3.9,"RNLI
3.9","Poole, England",-1,1001 to 5000 Employees,1824,Nonprofit Organization,Federal Agencies,Government,Unknown / Non-Applicable,-1,41,48,44.5,RNLI,Poole,196,1,0,0,0,0,data scientist,na
Data Scientist / Software Developer,£41K-£48K (Glassdoor est.),"Data Scientist / Software Developer


Abingdon,

Ashby-de-la-Zouch,

Stevenage,

Warrington

2021 vacancies open now. We are looking for science, mathematics and engineering graduates and postgraduates to join us. You will have the opportunity to use a range of skills to create, develop and deliver solutions that truly make a difference in the world.

The Role


You will help our clients solve a variety of science and engineering problems. Projects can span a range of activities and your responsibilities will include:
Combining domain knowledge and technical skills to understand and solve the complex challenges facing our clients.
Using data science, analytics and a variety of analytical, statistical or machine learning techniques to interpret client data, helping them to make better-informed business decisions.
Designing and developing custom software solutions or tools (e.g. visualisation).
Building strong relationships, communicating and collaborating with clients and colleagues.
Our projects are exciting and rewarding and provide plenty of opportunities to learn and develop. They can be based either on client sites or in Tessella offices, so you will be expected to undertake regular travel, usually no more than one hour from your base office. You will be assigned to projects based on your existing skills and experience, but you will also be expected to quickly learn new domains and technologies and apply innovative thinking and transferable skills to solve new challenges.

Requirements


We are looking for enthusiastic graduates and postgraduates, with a passion for problem solving, to join us. During your career at Tessella, you will learn and develop your skills, but before you join us you should have:
BSc (min 2.1), MSc or PhD in science, mathematics or engineering. We recruit scientists, mathematicians and engineers because they have the domain knowledge required to understand our clients’ industry-related challenges.
The ability to interpret complex data using a variety of analytical, statistical or machine learning techniques.
Software underpins many of the solutions we provide, so you need to have some programming skills. We do not expect you to be an expert, but a good grounding in one of our core languages is required: Java, Python, C, C#, C++, R, Matlab.
Excellent interpersonal skills and the ability to explain complex concepts to clients and colleagues from all backgrounds.
The eagerness and capacity to quickly learn new domains and technologies.
Career Development and Training


We offer excellent prospects for your future. While we do offer traditional career paths, most staff end up shaping their own based on their aspirations, the skills they have developed and the projects they have worked on. As your career progresses, you will be able to contribute to projects in a variety of roles, from Data Scientist and Software Developer to Business Analyst and Project Manager, or any combination of these. We take personal development seriously and all staff receive an annual training allowance of 150 hours, which can be used to learn new technical and soft skills, often leading to recognised professional qualifications.

Our Culture and Benefits


We are proud of our culture, where a positive attitude, supportive colleagues and commitment to continuous learning are all valued. The wellbeing and engagement of all staff is our priority and we work in a collaborative, cooperative environment with a good work-life balance. We offer an excellent salary and benefits package including a profit-sharing scheme, non-contributory pension, relocation assistance and a range of flexible benefits, which staff can tailor to fit their needs. We also support flexible working requests where possible.

Apply Now

About Tessella


Tessella is one of the world’s leading data science and AI consultancies. We have developed a reputation for helping clients solve their most complex technical challenges by unlocking the power of their data, enabling better-informed business decisions.

Our work is at the cutting-edge of high-tech R&D and our projects are varied and rewarding. For example, in pharmaceutical companies we solve computational problems for chemists at the early stages of drug discovery and development, ultimately getting drugs to market faster. We help consumer goods companies model and simulate new product ideas and perform data analysis to improve their processes. We also support oil and gas engineers with the computational challenges of exploration and production, from reservoir modelling to writing control systems. In space and defense, we have written algorithms and solved complex mathematical problems to control satellites and radar systems.",3.6,"Tessella
3.6","Ashby de la Zouch, England",-1,1 to 50 Employees,1980,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),-1,41,48,44.5,Tessella,Ashby de la Zouch,40,1,0,0,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"About Essence

Essence, part of GroupM, is a global data and measurement-driven media agency whose mission is to make advertising more valuable to the world. Clients include Google, Flipkart, NBCUniversal, L'Oréal and the Financial Times. The agency is more than 2,000 people strong, manages $4B in annualized media spend and deploys campaigns in 121 markets via 21 offices in APAC, EMEA and North America. Visit essenceglobal.com for more information and follow us on Twitter at @essenceglobal.

About the company

Essence is a digital agency that delivers strategy, media, creative and social solutions globally. It is the digital agency of record for sophisticated clients such as Google, ITV and Airbnb; clients at the leading edge of the digital marketplace.

Over the last 15 years, we've successfully redefined what it means to be a 'digital agency'.

This is best summed up by our CEO, Kyoko Matsushita, who, when asked is Essence a digital agency or a Media agency, replied ""neither. We are a data & measurement agency that happens to apply those skills to media.""

This is reflected in our structure, the people we hire and the work we do - which has been getting the plaudits including Campaign Tech Agency of the Year, Campaign US Media Agency of the Year, AdAge A-List Data & Analytics Agency of The Year in 2020, and Adweek's Breakthrough Agency of the Year and OMMA Agency of the Year in 2019.

About the role

Essence is seeking a Data Scientist to join our growing Product Development team, reporting into the Director of Product Innovation. The Product Development team focuses on applying data science techniques, Machine Learning and AI to help make brands become more valuable to the world.

You will be working with leading advertisers, including Google, NBCU and Target, to harness their data and improve the performance of their campaigns, creating industry-first solutions.

Our vision is of rapidly creating prototypes and value driven data science. You will be joining an award winning team, with more than 16 tech and media industry awards to our name, including Campaign Magazine's Tech Awards Agency of the Year, Best Use of AI, and Breakthrough Tech as Part of a Campaign awards.

We have invested in giving you the tools to make you as successful as possible, including a company wide data science workbench, full access to Google Cloud Platform and exclusive Google Tech Events, and a wider global community of analysts and data scientists.

Some of the things we'd like you to do:
You will be a highly innovative and dynamic individual, who can materialize ideas into action, and recruit supporters along the way.
You will be responsible for developing tools and products that are powered by data science, Machine Learning and AI.
You will work as part of a cross functional product development team and work closely with an engineering team to develop data science fueled prototypes into full-fledged production pipelines.
You will also define how we measure the successful development of features and facilitate the understanding of how advanced DS techniques are valuable for said products.
You will work with client teams to identify opportunities to utilise the products that we build and the development of such prototypes.
Expansion of the product portfolio to cover additional media
Key Responsibilities:
You will develop prototypes, based on defined briefs as well as open-ended areas of investigation.
Use cloud tools to orchestrate new product requirements, setup ML experiments and successfully communicate results to stakeholders
Collaborate with the wider client team and other teams within Essence, to set up priorities, opportunities, and onboarding of new products
Translate complex data science concepts to stakeholders in all types of comms, for the project.
Maintain, debug, and improve data and ML prototyping pipelines.
Manage junior members of the team
A bit about yourself
Degree(s) in an applied quantitative field (Statistics, Mathematics, Economics, Engineering) or CS
4+ years' experience in an analytically driven media, preferably within the marketing industry
Strong analytical and data science skills, with the ability to identify business questions, analyse data, draw conclusions, and develop solutions
Strong experience interpreting large-scale data sets, visualising findings, writing code for prototyping and on how to use the right data science/ ML approach for each case.
Proficient Python coder, with experience of cloud technologies
Experience interrogating databases and systems using SQL and/or other tools to obtain quantitative answers
A knack for presenting complicated data in a way that cuts through the noise and allows the audience to focus on the underlying trends and insight
Strong organisational and project management skills, to ensure you can keep on top of your own and others' workload
Proven experience leading data-driven projects from definition to execution.
Established and professional communication, presentation, and influencing skills
Nice to haves (distinctive advantage):
Experience with digital ad technologies (SA360, GA, Adobe Omniture, DoubleClick, Mediamind, Atlas), site analytics and tools
Proved understanding and experience with digital ad platforms APIs.
You will have the talent and appetite to become an influential member of a fast-growing digital agency – to keep developing yourself and us!
What you can expect from Essence

Essence's mission is to make advertising more valuable to the world. We do this by employing the world's very best talent to solve some of the toughest challenges of today's digital marketing landscape. It's important that we hire people whose values reflect those of our own: genuine, results-focused, daring and insightful. As an Essence employee, we promise you a workplace that invests in your career, cares for you and is fun and engaging. We believe these factors create a workplace where you can be yourself and do amazing work.

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, or marital status.",3.2,"Essence
3.2","London, England",-1,1001 to 5000 Employees,2005,Company - Public,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1,41,48,44.5,Essence,London,15,1,0,0,0,0,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"We're on the lookout for a Data Scientist to join a leading analytics company in London who are looking to expand their current Data team.
The role will be to build sophisticated machine learning models around audience modelling, behaviour analysis and optimisation models to name a few. You will also undertake critical research into understanding causes to changing metrics and helping to build a clear understanding of their customers, user interactions, trends etc.
The company are highly data driven and data science will be a large part of the companies planned growth this year. You will work alongside the product team to turn your ideas into reality and help support your research and delivery.
They see you coming from a analytical and statistical background that will prove key to help drive quantitative analyses on large and sometimes complex datasets but ideally with some knowledge of: • Python • MySQL • TensorFlow • SciKit-Learn • AWS They have a great benefits package, relaxed and “start up” feel to the office. Everyone is friendly and approachable all the way to board level and MD.",4.9,"Consortia
4.9","London, England",-1,1 to 50 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,41,48,44.5,Consortia,London,10,1,0,0,1,0,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Our client is a global tech company, looking for Data Scientists to join their team on a contract basis. You will closely work to help the company develop their future data strategy.
Skills and Requirements:
(PhD or MS) preferably in computer science, engineering, mathematics, or statistics
Experience: Omniscope Evo, SQL, R
Knowledge of GDPR/ Data Security
Fluency in English
If interested, please get in touch via contact details provided or click “Apply” to forward an up to date copy of your CV.
Job Types: Full-time, Contract
Salary: £50,000.00-£80,000.00 per year
Schedule:
10 hour shift
8 hour shift
Monday to Friday
Experience:
Data Science: 1 year (Preferred)
Work remotely:
Yes, occasionally",4.2,"Cavendish Professionals
4.2","Manchester, England",-1,Unknown,2009,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,41,48,44.5,Cavendish Professionals,Manchester,11,0,0,0,0,0,data scientist,na
Data Scientist - Machine Learning,£41K-£48K (Glassdoor est.),"Data Scientist

Up to £80K + benefits

SoCode have partnered with a globally renowned machine learning focused organisation, as theEC2N 4AYy continue to develop their award-winning fraud detection and anti-money laundering software. This company have been rated as one of the top 100 AI companies globally and have won multiple awards for their technology and management.
After recently receiving around £30M in funding, they require exceptional data scientists to come and work as part of the established anti money laundering team in central London.

This role will have you:
Processing and modelling large data sets
Working with businesses to help them understand their data in relation to machine learning and predictive modelling
Development of statistical models and algorithms; applying analytical theory to real world problems on large and dynamic data sets
Provide input into future data science strategy and the further development of products
Working with development teams to enhance the analytical infrastructure
Developing an understanding of industry data structures and processes

Essential Experience:
STEM Degree from a top university
Experience applying ML algorithms to real world data
Experience implementing statistical models and algorithms into software
Practical experience of handling large diverse data sets

Desirable Experience:
Masters / PhD

What’s on offer

- Extensive benefits package
Upto £90,000
Quarterly bonus scheme

This is a fully remote role until further notice and Interviews will be conducted immediately. Due to the volume of applications we are unable to give feedback on individual CV’s. All relevant candidates will be contacted, and we offer a competitive referral scheme.",5.0,"SoCode
5.0","London, England",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,41,48,44.5,SoCode,London,-1,0,0,0,0,0,data scientist,na
Data Scientist | R&D,£41K-£48K (Glassdoor est.),"Hummingbird Technologies is the leading global remote sensing business for agriculture, using artificial intelligence and imagery analytics gathered from drones, planes and satellites technology, combined with weather and soil data and expert plant pathology to enable precision agriculture. We use the most advanced machine learning and computer vision techniques, delivering actionable insights on crop health directly to the field meaning farmers on the ground are able to manage their land in a more sustainable manner.

We were awarded KPMGs Best British Tech Startup 2019 and Cognition X Best AI Product for Agriculture 2018.

Hummingbird was founded in 2016 at the Imperial College technology incubator and we have raised over $20m in funding so far. Existing backers of the business include: Horizons Ventures, European Space Agency, Sir James Dyson, TELUS, BASF, and SALIC. We also have tech partners which include Google UK and Cranfield University.

We are 65 people and operate internationally with offices in the UK, Ukraine, Russia, Australia, Brazil and Canada.

Requirements

Role Summary

You will join a talented team of machine learning researchers, big data scientists, computer vision experts, and software engineers. You will be expected to get up to speed rapidly in this fast-paced, multi-disciplinary environment. We are not solving trivial problems, but researching and developing to shape the future of crop and farm management through the creation of predictive analysis products which will be used across the globe to feed the world and minimise the long-term environmental impact of modern, large-scale agriculture and help us become a leader in carbon capture measurement in agriculture.

Your main responsibility will be to help develop machine learning algorithms to create cutting edge services for agriculture.

Requirements

Requirements - must have
MsC or PhD in Computer Science, Machine Learning, Remote Sensing, Statistics or related field
Experience in the development of machine learning models using Python and TensorFlow/PyTorch
Experience with time-series modelling and/or statistical analysis
Experience writing production-grade code and using modern software development tools (version control, CI/CD, containers, etc.) in a cloud platform (GCP, AWS)
High commercial awareness to help drive product development and develop new data science products
Good communication skills, enjoy working in a team, and exposure to working in a fast-paced environment
Work visa for UK / EU passport (we do not sponsor visas)
Requirements - ideal
Experience working with satellite and/or UAV imagery
Experience with geospatial data processing and analysis tools like GDAL, QGIS, ArcGIS
Experience with image processing tools and libraries such as OpenCV, scikit-image, matplotlib, etc.
Educational or work exposure to agriculture, remote sensing, soil sciences or similar fields
Experience working in a startup environment
Experience working in agritech sector
Benefits
Private Healthcare
Government Pension scheme
Flexible working
Cycle to work scheme
Discretionary bonus
Learning & development allowance
Apply for this job",5.0,"Kandidate
5.0","London, England",-1,1 to 50 Employees,2015,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,41,48,44.5,Kandidate,London,5,1,0,0,1,0,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"About The role
We have an exciting opportunity for Data Scientists to join our team! In Business Services we deliver high quality back-office service and technology solutions across Finance, People, Contact Centres and Procurement. In parallel we are developing Automation and Data Science capabilities to deliver digital and advanced data solutions into the ASDA business. Our Data Scientist roles will help establish and grow this service.
Alongside your team you will engage and collaborate across multiple business functions to identify and prioritise the right opportunities, translating business needs into data modelling requirements and innovative solutions. You will contribute to the on-going development of data science techniques within ASDA and research new techniques and best practices within the industry.
You will develop and build large and complex data sets from multiple data sources, both internally and externally and conduct advanced statistical analysis to determine trends and significant data relationships.
As a Data Scientist you will be at the forefront of establishing and developing our Leeds based capability, and growing our service offering across the business.
About You
You'll have established and proven data science skills and experience, ideally in a similar dynamic fast paced environment. You will be able to demonstrate hands on experience in statistics, applied mathematics, data engineering and machine learning. You will also have exceptional business engagement and communications skills, with the ability to educate business partners on data science methods whilst exploring and identifying data science opportunities. Experience using MySQL, Hadoop, Weka, R and Matlab,ILog would also be highly regarded
Your Benefits
A competitive salary comes with an excellent benefits package including colleague discount, a competitive pension, company bonus and many additional rewards! Once you're here the development opportunities are as endless as your commitment to your self-development and we will support you every step of the way to help further your career.",3.6,"ASDA
3.6","Leeds, England",-1,10000+ Employees,1949,Subsidiary or Business Segment,General Merchandise & Superstores,Retail,$10+ billion (USD),-1,41,48,44.5,ASDA,Leeds,71,0,0,0,0,1,data scientist,na
Data Scientist - Financial Crime and Compliance,£41K-£48K (Glassdoor est.),"Global consulting company is seeking an Applied Data Scientist for customer-facing projects that combine data science with deep knowledge and understanding of machine learning and big data technologies to create solutions for customers' challenges and needs, defining and developing appropriate technical and business solutions.

This is a unique opportunity for an individual who is energetic, enthusiastic and eager to learn and progress in a career in Financial Compliance.

Key Responsibilities
Deliver successful deployment and Pilots
Manage and design the Customer-specific technical solution throughout the project life cycle.
Work on various data sources and apply sophisticated feature engineering capabilities
Bring and use business knowledge
Extract insights and actionable recommendations from large volumes of data and Investigate anomalies in Big Data
Build and manage technical relationships with customers and partners.
Provide product requirements input to Product Management team
Train the customers on the system system usage and monitoring aspects.
Willingness to travel abroad to customers as needed
Requirements
Experience in applying data analytics/machine learning solutions to solve business problems, preferably analysing financial data.
Experience working with customers. Advantage financial customers
Hands-on experience and knowledge of scripting languages: Python / PySpark / SQL
Working experience with Linux OS ( Redhat / Ubuntu ).
Excellent English (speaking, presenting, reading)
Core Competencies
Able to solve tech problems for customers; improvise; cope with unexpected challenges
Able to drive relevant internal functions to deliver/solve a problem for customers/partners
Ability to design creative solutions for complex requirements
Ability to learn independently and to work with minimal supervision at customers' sites
Strong interpersonal relationship building
A motivated, self-starter who can demonstrate above average analytical and technical skills
Ability to execute multiple projects and drive key business results under tight deadline",3.8,"Sionic
3.8","London, England",-1,201 to 500 Employees,2019,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,41,48,44.5,Sionic,London,1,1,0,1,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Company Background


Achilles Therapeutics is a fast growing London based Biotech company developing T cell therapies with a technology platform to deliver these precise personalised therapies for oncology indications. We are focused on bringing our ground-breaking science from initial idea to personalised treatment in order to improve the lives of patients suffering from cancer.

We are at clinical stage, and use DNA sequencing data from each patient, together with our proprietary PELEUS™ bioinformatics platform, to identify clonal neoantigens specific to that patient and develop personalised T cell therapies.

Originating from pioneering research at UCL, CRUK and the Francis Crick Institute, we are using our ground-breaking immuno-oncology approach to rapidly advance therapies and have two programs in the clinic for the treatment of Non-Small Cell Lung Cancer and Melanoma.

At Achilles, you will enjoy a dynamic and fast paced working environment that fosters teamwork and creativity, and provides excellent career opportunities for talented individual You will work with highly experienced leaders in science and business to continue to build an exciting company at the very cutting edge of drug discovery.

Role Summary


We are seeking a talented and proactive Data Scientist to join our Translational Science team to develop novel computational analysis methods for single cell technologies. Such technologies are to be leveraged in both the Translational and the broader R&D teams. This role will have the responsibility for:
Developing new computational and analytical methods for single cell datasets
Ensuring the analysis pipeline remains cutting edge, robust and reproducible
Reporting analysis results to stakeholders across R&D
The successful applicant will be:
Expected to possess in depth experience of ‘omics data analysis, coding and research best practices.
Experience of working with and integrating insights from single cell technologies is a key requirement, as is the enthusiasm for working in a multidisciplinary team.
Requirements

This position requires:
PhD in Computational Biology or equivalent subject with strong statistical foundations
Prior experience of developing analytics for single cell and other ‘omics technologies
Writing Python/R code to a professional standard
Experience working in a Linux command-line environment
Demonstratable knowledge of Git version control
Experience working with containerisation e.g. Docker
In addition to the above, the following skills/experiences are desirable:
Experience with relevant R packages/ python modules e.g. Bioconductor and tidyverse or pandas
Experience working with the Atlassian toolchain (Jira, Bitbucket, Confluence)
Experience working in an Agile/Scrum environment
This is a unique opportunity to work with a leading team of scientists with an international reputation for excellence in immuno-oncology research and to become a key contributor to an exciting project destined to change the course of cancer patient management in the clinic.

This is a permanent position, based in our new offices right by Hammersmith underground in London.

Benefits

At Achilles you will enjoy a flexible and dynamic working environment that fosters creativity, leadership and teamwork.

We offer benefits that include a competitive salary and performance related bonus, group pension plan matched up to 6%, life insurance, private medical insurance and an employee share incentive scheme.",3.3,"Achilles Therapeutics
3.3","London, England",-1,201 to 500 Employees,2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,41,48,44.5,Achilles Therapeutics,London,4,1,0,0,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Data Scientist
The Data Scientist will work with the Data Science Director and the Senior Data Scientists in the team to ensure that projects are delivered on time, within scope and are high value for our clients.

Responsibilites
text-indent:-18.0pt;mso-list:l0 "">-Interpreting analytical output and developing recommendations to feed back to the client
-Identify, define, develop, and deliver the right analytical and machine learning solutions for our clients
-Quickly understand analytical briefs and produce solutions which directly answer client’s questions
-Develop internal relationships and represent the Data science team during internal meetings and supporting on the new business function to ensure the growth and development of the team
-Contribute to the Data Science profile, within Edit and Kin & Carta
-Spot analytical opportunities to proactively develop next steps and proposals for our current clients
-Hands on role analysing client data to produce analytical outcomes to help clients improve their business performance
-Help tell a story from the data and visualise the data in a way which is easier for clients to understand and action
-Think outside the box, be creative and think about new ways to tackle the analysis
-Produce real insight from the data and recommend actions on the back of them
-Confidently playback the analysis to the clients

What we're looking for

-Experience leading and developing strategies for Data Science projects
-Strong problem-solving skills with a logical mind
-Excellent oral and written communication and presentation skills
-Demonstrable experience of communicating confidently at all levels of the organisation
-Highly motivated and consistently takes initiative
-Demonstrated ability to work independently and under supervision
-Excellent attention to detail
-Ability to interpret analytical output and develop recommendations to the client
-Active interest in development of own skillset as well as peers
-Demonstrable understanding of marketing tools and available outputs
-A solid understanding (with some experience of implementation) of Media Mix Modelling, Attribution Analysis, and other Data science related project work
-An ability to answer the “so what” to any project, ensuring that the client gets actionable insights at all times from a project delivered.

Why Edit

We offer an environment that's fun, supportive and natures curiosity. Our benefits package includes pension, life assurance, flexible working, wellness reward programs, discounted gym membership, critical illness cover and private healthcare.

If you're interested in this opportunity, please click the 'apply' button or for further information please contact our People team on people@edit.co.uk

We are committed to cultivating a culture of inclusion and we actively celebrate diversity. We welcome applicants from all minority and ethnic backgrounds, LGBTQ+ candidates and candidates with disabilities. If you are passionate about the role & great at what you do- we want to hear from you! If you have a disability or a need that requires accommodation, please just let us know.",3.2,"Edit
3.2","Bath, England",-1,51 to 200 Employees,2018,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,41,48,44.5,Edit,Bath,2,0,0,0,0,1,data scientist,na
Data Scientist,£41K-£48K (Glassdoor est.),"Data Scientist


The summary of the vacancy you selected is shown here. You can return to the previous screen by closing this window. Please note that all our vacancies close at 23:59 (UK time) on the date specified.

Apply

Supporting Documentation

Document
Title

About the Job
Data Scientist",4.4,"University of Sheffield
4.4","Sheffield, England",-1,5001 to 10000 Employees,1905,College / University,Colleges & Universities,Education,$100 to $500 million (USD),-1,41,48,44.5,University of Sheffield,Sheffield,115,0,0,0,0,0,data scientist,na
